"N1,C,10","N2,C,15","N3,C,17","N4,C,17","N5,C,17","N6,C,17","N7,C,17","N8,C,18","N9,C,17",,,"N10,C,30","N11,C,17","N12,C,18","N13,C,18","N14,C,14","N15,C,15","N16,C,19",,,,,,,"N17,C,10","N18,C,9",,,,"N21,C,1","N22,C,16","N23,C,16",,,,,,,
686,685,1.159945055,4,3,1,5,3,1,5,1,0,2.144801634,0.49781792,2.642619554,2.1448,2.699,100,5,1.833272199,0.311529435,2.642619554,3.325733936,,,,,,,,,,,,,,,,
687,686,1.159945055,4,3,1,4,3,1,5,1,0,2.077508667,0.482198925,2.559707592,2.0775,2.615,100,5,1.775753442,0.301755226,2.559707592,3.221389319,,,,,,,,,,,,,,,,
688,687,1.159945055,4,3,1,5,3,1,5,1,0,2.699230606,0.62650333,3.325733936,2.1448,2.699,100,5,1.833272199,0.865958407,2.642619554,3.325733936,,,,,,,,,,,,,,,,
689,688,1.159945055,4,3,1,5,3,1,5,1,0,2.144801634,0.49781792,2.642619554,2.1448,2.699,100,5,1.833272199,0.311529435,2.642619554,3.325733936,,,,,,,,,,,,,,,,
690,689,1.159945055,4,3,1,3,3,1,5,1,0,1.993859047,0.46278348,2.456642527,1.9939,2.509,100,5,1.704253812,0.289605235,2.456642527,3.091682043,,,,,,,,,,,,,,,,
691,690,1.159945055,4,3,1,5,3,1,5,1,0,2.144801634,0.49781792,2.642619554,2.1448,2.699,100,5,1.833272199,0.311529435,2.642619554,3.325733936,,,,,,,,,,,,,,,,
692,691,1.159945055,4,3,1,5,3,1,5,1,0,2.144801634,0.49781792,2.642619554,2.1448,2.699,100,5,1.833272199,0.311529435,2.642619554,3.325733936,,,,,,,,,,,,,,,,
693,692,1.758618735,4,3,1,4,3,1,5,1,0,2.774692655,0.446696664,3.221389319,2.2048,2.775,100,5,1.884524759,0.890167896,2.559707592,3.221389319,,,,,,,,,,,,,,,,
694,693,5,2,2,2,1,3,1,5,1,8141.826456,1.981645166,0,1.981645166,1.9816,2.494,100,5,1.69381398,0.287831186,1.981645166,2.493898362,,,,,,,,,,,,,,,,
695,694,5,3,3,2,2,3,1,5,1,7773.042298,2.456642527,0,2.456642527,2.4566,3.092,100,5,2.099818639,0.356823888,2.456642527,3.091682043,,,,,,,,,,,,,,,,
696,695,5,3,2,2,1,3,1,5,1,7987.511829,2.099818639,0,2.099818639,2.0998,2.643,100,5,1.794822921,0.304995718,2.099818639,2.642619554,,,,,,,,,,,,,,,,
697,696,5,3,2,2,1,3,1,5,1,8183.776498,2.099818639,0,2.099818639,2.0998,2.643,100,5,1.794822921,0.304995718,2.099818639,2.642619554,,,,,,,,,,,,,,,,
698,697,5,3,2,2,1,3,1,5,1,8183.776498,2.099818639,0,2.099818639,2.0998,2.643,100,5,1.794822921,0.304995718,2.099818639,2.642619554,,,,,,,,,,,,,,,,
699,698,1.758618735,4,3,1,4,3,1,5,1,3475.365972,2.204763583,0.35494401,2.559707592,2.2048,2.775,100,5,1.884524759,0.320238824,2.559707592,3.221389319,,,,,,,,,,,,,,,,
700,699,5,3,2,2,5,3,1,5,1,8296.463959,2.642619554,0,2.642619554,2.6426,3.326,100,5,2.258782763,0.383836791,2.642619554,3.325733936,,,,,,,,,,,,,,,,
701,700,1.758618735,4,4,1,1,5,1,5,5,4677.591126,2.027190331,0.326356563,2.353546894,2.0272,2.551,100,5,2.027190331,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
702,701,1.758618735,4,4,1,4,5,1,5,5,4561.718719,3.109968241,0.500672547,3.610640788,2.4712,3.11,100,5,2.471172693,0.638795548,2.869005799,3.610640788,,,,,,,,,,,,,,,,
703,702,1.758618735,4,4,1,2,5,1,5,5,4881.417185,2.238199586,0.360326859,2.598526445,2.2382,2.817,100,5,2.238199586,3.9968E-15,2.598526445,3.270242805,,,,,,,,,,,,,,,,
704,703,1.758618735,4,4,1,2,5,1,5,5,0,2.238199586,0.360326859,2.598526445,2.2382,2.817,100,5,2.238199586,3.9968E-15,2.598526445,3.270242805,,,,,,,,,,,,,,,,
705,704,1.758618735,4,4,1,2,5,1,5,5,4860.181196,2.816771831,0.453470974,3.270242805,2.2382,2.817,100,5,2.238199586,0.578572244,2.598526445,3.270242805,,,,,,,,,,,,,,,,
706,705,1.758618735,5,4,1,5,5,1,5,5,4207.882092,2.633853842,0.42402308,3.057876922,2.6339,3.315,100,5,2.633853842,0,3.057876922,3.848334897,,,,,,,,,,,,,,,,
707,706,1.758618735,4,4,1,4,5,1,5,5,4422.494487,2.471172693,0.397833106,2.869005799,2.4712,3.11,100,5,2.471172693,0,2.869005799,3.610640788,,,,,,,,,,,,,,,,
708,707,1.758618735,4,4,1,4,5,1,5,5,4530.970753,2.471172693,0.397833106,2.869005799,2.4712,3.11,100,5,2.471172693,0,2.869005799,3.610640788,,,,,,,,,,,,,,,,
709,708,1.758618735,4,4,1,5,5,1,5,5,4431.18737,2.551216904,0.410719392,2.961936296,2.5512,3.211,100,5,2.551216904,3.9968E-15,2.961936296,3.72759372,,,,,,,,,,,,,,,,
710,709,1.758618735,4,4,1,4,4,1,5,4,4441.783221,2.393639862,0.385351127,2.778990989,2.3936,3.012,100,5,2.393639862,3.55271E-15,2.778990989,3.497357243,,,,,,,,,,,,,,,,
711,710,1.758618735,4,4,1,3,3,1,5,1,4436.006696,2.204763583,0.35494401,2.559707592,2.2048,2.775,100,5,1.884524759,0.320238824,2.559707592,3.221389319,,,,,,,,,,,,,,,,
712,711,1.758618735,4,4,1,5,3,1,5,1,4341.924596,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.027190331,0.344482101,2.75348703,3.465260538,,,,,,,,,,,,,,,,
713,712,1.758618735,5,4,1,3,3,1,5,1,4256.738723,2.864568237,0.461165698,3.325733936,2.2762,2.865,100,5,1.945566748,0.919001489,2.642619554,3.325733936,,,,,,,,,,,,,,,,
714,713,1.758618735,5,4,1,5,3,1,5,1,4032.386717,3.081426766,0.496077666,3.577504432,2.4485,3.081,100,5,2.092853427,0.988573339,2.842675737,3.577504432,,,,,,,,,,,,,,,,
715,714,1.758618735,5,4,1,4,3,1,5,1,3948.865464,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.027190331,0.344482101,2.75348703,3.465260538,,,,,,,,,,,,,,,,
716,715,1.758618735,5,4,1,3,3,1,5,1,3980.518959,2.276178487,0.366441067,2.642619554,2.2762,2.865,100,5,1.945566748,0.330611739,2.642619554,3.325733936,,,,,,,,,,,,,,,,
717,716,1.758618735,5,4,1,4,3,1,5,1,4021.330364,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.027190331,0.344482101,2.75348703,3.465260538,,,,,,,,,,,,,,,,
718,717,1.758618735,5,4,1,3,3,1,5,1,3929.120514,2.276178487,0.366441067,2.642619554,2.2762,2.865,100,5,1.945566748,0.330611739,2.642619554,3.325733936,,,,,,,,,,,,,,,,
719,718,1.758618735,5,4,1,3,3,1,5,1,3795.506845,2.276178487,0.366441067,2.642619554,2.2762,2.865,100,5,1.945566748,0.330611739,2.642619554,3.325733936,,,,,,,,,,,,,,,,
720,719,1.758618735,5,4,1,3,3,1,5,1,3695.8899,2.276178487,0.366441067,2.642619554,2.2762,2.865,100,5,1.945566748,0.330611739,2.642619554,3.325733936,,,,,,,,,,,,,,,,
721,720,1.758618735,5,5,1,4,3,1,5,1,3563.313671,2.448493711,0.394182026,2.842675737,2.4485,3.081,100,5,2.092853427,0.355640284,2.842675737,3.577504432,,,,,,,,,,,,,,,,
722,721,1.758618735,5,5,1,4,3,1,5,1,3609.552771,2.448493711,0.394182026,2.842675737,2.4485,3.081,100,5,2.092853427,0.355640284,2.842675737,3.577504432,,,,,,,,,,,,,,,,
723,722,1.758618735,5,5,1,4,3,1,5,1,3573.726892,2.448493711,0.394182026,2.842675737,2.4485,3.081,100,5,2.092853427,0.355640284,2.842675737,3.577504432,,,,,,,,,,,,,,,,
724,723,1.758618735,5,5,1,3,3,1,5,1,3613.145835,2.349906605,0.378310527,2.728217132,2.3499,2.957,100,5,2.00858596,0.341320645,2.728217132,3.433458398,,,,,,,,,,,,,,,,
725,724,1.758618735,5,5,1,3,3,1,5,1,3755.641447,2.349906605,0.378310527,2.728217132,2.3499,2.957,100,5,2.00858596,0.341320645,2.728217132,3.433458398,,,,,,,,,,,,,,,,
726,725,1.758618735,5,5,1,4,3,1,5,1,3755.641447,2.448493711,0.394182026,2.842675737,2.4485,3.081,100,5,2.092853427,0.355640284,2.842675737,3.577504432,,,,,,,,,,,,,,,,
727,726,1.758618735,5,5,1,3,3,1,5,1,3478.702356,2.349906605,0.378310527,2.728217132,2.3499,2.957,100,5,2.00858596,0.341320645,2.728217132,3.433458398,,,,,,,,,,,,,,,,
728,727,1.758618735,5,5,1,3,3,1,5,1,3441.220191,2.349906605,0.378310527,2.728217132,2.3499,2.957,100,5,2.00858596,0.341320645,2.728217132,3.433458398,,,,,,,,,,,,,,,,
729,728,1.758618735,5,5,1,4,3,1,5,1,0,2.448493711,0.394182026,2.842675737,2.4485,3.081,100,5,2.092853427,0.355640284,2.842675737,3.577504432,,,,,,,,,,,,,,,,
730,729,1.758618735,4,5,1,5,3,1,5,1,0,2.448493711,0.394182026,2.842675737,2.4485,3.081,100,5,2.092853427,0.355640284,2.842675737,3.577504432,,,,,,,,,,,,,,,,
731,730,1.758618735,4,5,1,4,3,1,5,1,0,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.027190331,0.344482101,2.75348703,3.465260538,,,,,,,,,,,,,,,,
732,731,1.758618735,4,5,1,4,3,1,5,1,0,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.027190331,0.344482101,2.75348703,3.465260538,,,,,,,,,,,,,,,,
733,732,1.758618735,4,5,1,4,3,1,5,1,0,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.027190331,0.344482101,2.75348703,3.465260538,,,,,,,,,,,,,,,,
734,733,5,2,2,2,2,3,1,5,1,10085.96351,2.75348703,0,2.75348703,2.1879,2.753,100,5,1.870122254,0.883364777,2.187913648,2.75348703,,,,,,,,,,,,,,,,
735,734,5,2,2,2,2,3,1,5,1,8796.569035,2.187913648,0,2.187913648,2.1879,2.753,100,5,1.870122254,0.317791395,2.187913648,2.75348703,,,,,,,,,,,,,,,,
736,735,5,3,2,2,1,3,1,5,1,8993.035621,2.099818639,0,2.099818639,2.0998,2.643,100,5,1.794822921,0.304995718,2.099818639,2.642619554,,,,,,,,,,,,,,,,
737,736,1.758618735,4,3,1,5,3,1,5,1,0,2.276178487,0.366441067,2.642619554,2.2762,2.865,100,5,1.945566748,0.330611739,2.642619554,3.325733936,,,,,,,,,,,,,,,,
738,737,1.758618735,4,3,1,4,3,1,5,1,0,2.204763583,0.35494401,2.559707592,2.2048,2.775,100,5,1.884524759,0.320238824,2.559707592,3.221389319,,,,,,,,,,,,,,,,
739,738,5,1,1,2,5,3,1,5,1,9899.432736,2.045833001,0,2.045833001,2.0458,2.575,100,5,1.748678622,0.297154379,2.045833001,2.574678685,,,,,,,,,,,,,,,,
740,739,5,1,1,2,3,3,1,5,1,9813.398243,1.901855432,0,1.901855432,1.9019,2.393,100,5,1.625613593,0.276241839,1.901855432,2.393483066,,,,,,,,,,,,,,,,
741,740,5,2,2,2,3,3,1,5,1,10063.23744,2.917688538,0,2.917688538,2.3184,2.918,100,5,1.981645166,0.936043372,2.31838774,2.917688538,,,,,,,,,,,,,,,,
742,741,5,2,2,2,4,3,1,5,1,8966.268361,2.415652516,0,2.415652516,2.4157,3.04,100,5,2.064782369,0.350870146,2.415652516,3.040096156,,,,,,,,,,,,,,,,
743,742,5,1,1,2,4,3,1,5,1,9278.775935,1.981645166,0,1.981645166,1.9816,2.494,100,5,1.69381398,0.287831186,1.981645166,2.493898362,,,,,,,,,,,,,,,,
744,743,5,1,1,2,3,3,1,5,1,9222.283148,1.901855432,0,1.901855432,1.9019,2.393,100,5,1.625613593,0.276241839,1.901855432,2.393483066,,,,,,,,,,,,,,,,
745,744,5,1,1,2,1,3,1,5,1,9525.78925,2.045833001,0,2.045833001,1.6256,2.046,100,5,1.389495494,0.656337507,1.625613593,2.045833001,,,,,,,,,,,,,,,,
746,745,5,1,1,2,3,3,1,5,1,9529.525656,1.901855432,0,1.901855432,1.9019,2.393,100,5,1.625613593,0.276241839,1.901855432,2.393483066,,,,,,,,,,,,,,,,
747,746,1.758618735,3,3,1,4,4,1,5,4,0,2.204763583,0.35494401,2.559707592,2.2048,2.775,100,5,2.204763583,-4.44089E-15,2.559707592,3.221389319,,,,,,,,,,,,,,,,
748,747,1.8,1,2,1,1,3,1,5,1,7779.495528,1.4048565,0.220757094,1.625613593,1.4049,1.768,100,5,1.20080306,0.20405344,1.625613593,2.045833001,,,,,,,,,,,,,,,,
749,748,1.8,1,2,1,1,3,1,5,1,7868.333516,1.4048565,0.220757094,1.625613593,1.4049,1.768,100,5,1.20080306,0.20405344,1.625613593,2.045833001,,,,,,,,,,,,,,,,
750,749,1.8,1,2,2,4,3,1,5,1,8046.739059,1.890796633,0.297117015,2.187913648,1.8908,2.38,100,5,1.616161069,0.274635564,2.187913648,2.75348703,,,,,,,,,,,,,,,,
751,750,1.8,1,2,2,1,3,1,5,1,7719.496348,1.551087329,0.243735592,1.794822921,1.5511,1.952,100,5,1.325794066,0.225293263,1.794822921,2.258782763,,,,,,,,,,,,,,,,
752,751,1.8,1,1,2,2,3,1,5,1,7719.496348,1.952041776,0.306740987,2.258782763,1.5511,1.952,100,5,1.325794066,0.62624771,1.794822921,2.258782763,,,,,,,,,,,,,,,,
753,752,1.8,2,2,2,2,3,1,5,1,7558.967552,1.890796633,0.297117015,2.187913648,1.8908,2.38,100,5,1.616161069,0.274635564,2.187913648,2.75348703,,,,,,,,,,,,,,,,
754,753,1.8,2,2,2,2,3,1,5,1,7619.024831,1.890796633,0.297117015,2.187913648,1.8908,2.38,100,5,1.616161069,0.274635564,2.187913648,2.75348703,,,,,,,,,,,,,,,,
755,754,1.8,1,1,2,1,3,1,5,1,7778.963116,1.4048565,0.220757094,1.625613593,1.4049,1.768,100,5,1.20080306,0.20405344,1.625613593,2.045833001,,,,,,,,,,,,,,,,
756,755,5,1,1,2,1,3,1,5,1,7929.034165,1.625613593,0,1.625613593,1.6256,2.046,100,5,1.389495494,0.236118099,1.625613593,2.045833001,,,,,,,,,,,,,,,,
757,756,5,1,2,2,3,3,1,5,1,8604.961778,2.099818639,0,2.099818639,2.0998,2.643,100,5,1.794822921,0.304995718,2.099818639,2.642619554,,,,,,,,,,,,,,,,
758,757,5,2,2,2,3,3,1,5,1,8238.55109,2.917688538,0,2.917688538,2.3184,2.918,100,5,1.981645166,0.936043372,2.31838774,2.917688538,,,,,,,,,,,,,,,,
759,758,5,2,2,2,3,3,1,5,1,8238.55109,2.917688538,0,2.917688538,2.3184,2.918,100,5,1.981645166,0.936043372,2.31838774,2.917688538,,,,,,,,,,,,,,,,
760,759,5,2,2,2,2,3,1,5,1,8062.689504,2.187913648,0,2.187913648,2.1879,2.753,100,5,1.870122254,0.317791395,2.187913648,2.75348703,,,,,,,,,,,,,,,,
761,760,5,2,2,2,3,3,1,5,1,8440.357032,2.31838774,0,2.31838774,2.3184,2.918,100,5,1.981645166,0.336742574,2.31838774,2.917688538,,,,,,,,,,,,,,,,
762,761,5,2,2,2,3,3,1,5,1,8853.015153,2.31838774,0,2.31838774,2.3184,2.918,100,5,1.981645166,0.336742574,2.31838774,2.917688538,,,,,,,,,,,,,,,,
763,762,1.758618735,3,2,1,5,5,1,5,5,3478.702356,2.217658696,0.357019989,2.574678685,2.2177,2.791,100,5,2.217658696,0,2.574678685,3.240230423,,,,,,,,,,,,,,,,
764,763,1.758618735,2,2,1,4,5,1,5,5,3635.912865,2.027190331,0.326356563,2.353546894,2.0272,2.551,100,5,2.027190331,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
765,764,1.758618735,2,2,1,4,5,1,5,5,3635.912865,2.027190331,0.326356563,2.353546894,2.0272,2.551,100,5,2.027190331,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
766,765,1.758618735,3,3,1,5,5,1,5,5,3613.145835,2.349906605,0.378310527,2.728217132,2.3499,2.957,100,5,2.349906605,0,2.728217132,3.433458398,,,,,,,,,,,,,,,,
767,766,1.758618735,3,3,1,5,3,1,5,1,3633.317953,2.749228144,0.442597142,3.191825287,2.1845,2.749,100,5,1.86722969,0.881998455,2.536216089,3.191825287,,,,,,,,,,,,,,,,
768,767,1.758618735,3,3,1,5,5,1,5,5,3620.50126,2.349906605,0.378310527,2.728217132,2.3499,2.957,100,5,2.349906605,0,2.728217132,3.433458398,,,,,,,,,,,,,,,,
769,768,1.758618735,3,2,1,5,5,1,5,5,3684.936887,2.217658696,0.357019989,2.574678685,2.2177,2.791,100,5,2.217658696,0,2.574678685,3.240230423,,,,,,,,,,,,,,,,
770,769,1.758618735,2,2,1,5,5,1,5,5,3740.221747,2.092853427,0.336927639,2.429781066,2.0929,2.634,100,5,2.092853427,-3.9968E-15,2.429781066,3.057876922,,,,,,,,,,,,,,,,
771,770,1.758618735,2,2,1,5,5,1,5,5,3803.188002,2.633853842,0.42402308,3.057876922,2.0929,2.634,100,5,2.092853427,0.541000415,2.429781066,3.057876922,,,,,,,,,,,,,,,,
772,771,1.758618735,2,2,1,4,5,1,5,5,3994.686444,2.027190331,0.326356563,2.353546894,2.0272,2.551,100,5,2.027190331,0,2.353546894,2.961936296,,,,,,,,,,,,,,,,
773,772,1.758618735,2,2,1,5,5,1,5,5,4006.715234,2.092853427,0.336927639,2.429781066,2.0929,2.634,100,5,2.092853427,-3.9968E-15,2.429781066,3.057876922,,,,,,,,,,,,,,,,
774,773,1.758618735,2,2,1,2,5,1,5,5,4044.84077,1.836074255,0.295588862,2.131663117,1.8361,2.311,100,5,1.836074255,0,2.131663117,2.682695795,,,,,,,,,,,,,,,,
775,774,1.758618735,2,2,1,2,5,1,5,5,4043.915002,1.836074255,0.295588862,2.131663117,1.8361,2.311,100,5,1.836074255,0,2.131663117,2.682695795,,,,,,,,,,,,,,,,
776,775,1.8,1,1,1,1,3,1,5,1,7779.495528,1.272411777,0.199944924,1.4723567,1.2724,1.601,100,5,1.087595747,0.184816029,1.4723567,1.852959362,,,,,,,,,,,,,,,,
777,776,1.8,1,1,1,3,3,1,5,1,7736.035399,1.488633744,0.233921727,1.722555471,1.4886,1.873,100,5,1.272411777,0.216221967,1.722555471,2.167834253,,,,,,,,,,,,,,,,
778,777,1.758618735,1,1,1,1,3,1,5,1,4221.810515,1.268191118,0.204165582,1.4723567,1.2682,1.596,100,5,1.083988133,0.184202985,1.4723567,1.852959362,,,,,,,,,,,,,,,,
779,778,1.8,1,1,1,4,3,1,5,1,4194.828957,1.551087329,0.243735592,1.794822921,1.5511,1.952,100,5,1.325794066,0.225293263,1.794822921,2.258782763,,,,,,,,,,,,,,,,
780,779,1.8,1,1,1,2,3,1,5,1,4149.379665,1.4048565,0.220757094,1.625613593,1.4049,1.768,100,5,1.20080306,0.20405344,1.625613593,2.045833001,,,,,,,,,,,,,,,,
781,780,1.8,1,1,1,5,3,1,5,1,4130.437618,1.601328886,0.251630477,1.852959362,1.6013,2.015,100,5,1.368738107,0.232590779,1.852959362,2.331947413,,,,,,,,,,,,,,,,
782,781,1.8,1,1,1,2,3,1,5,1,4080.316628,1.4048565,0.220757094,1.625613593,1.4049,1.768,100,5,1.20080306,0.20405344,1.625613593,2.045833001,,,,,,,,,,,,,,,,
783,782,1.8,1,1,1,4,3,1,5,1,4156.626274,1.551087329,0.243735592,1.794822921,1.5511,1.952,100,5,1.325794066,0.225293263,1.794822921,2.258782763,,,,,,,,,,,,,,,,
784,783,1.8,1,1,1,3,3,1,5,1,4156.626274,1.488633744,0.233921727,1.722555471,1.4886,1.873,100,5,1.272411777,0.216221967,1.722555471,2.167834253,,,,,,,,,,,,,,,,
785,784,1.8,1,1,1,2,3,1,5,1,4180.382408,1.4048565,0.220757094,1.625613593,1.4049,1.768,100,5,1.20080306,0.20405344,1.625613593,2.045833001,,,,,,,,,,,,,,,,
786,785,1.8,1,1,1,5,3,1,5,1,5106.892589,1.601328886,0.251630477,1.852959362,1.6013,2.015,100,5,1.368738107,0.232590779,1.852959362,2.331947413,,,,,,,,,,,,,,,,
787,786,1.8,1,1,1,3,3,1,5,1,5899.189304,1.873444005,0.294390248,2.167834253,1.4886,1.873,100,5,1.272411777,0.601032228,1.722555471,2.167834253,,,,,,,,,,,,,,,,
788,787,1.8,1,1,1,1,3,1,5,1,7627.356741,1.272411777,0.199944924,1.4723567,1.2724,1.601,100,5,1.087595747,0.184816029,1.4723567,1.852959362,,,,,,,,,,,,,,,,
789,788,1.758618735,2,2,1,2,5,1,5,5,4127.758416,1.836074255,0.295588862,2.131663117,1.8361,2.311,100,5,1.836074255,0,2.131663117,2.682695795,,,,,,,,,,,,,,,,
790,789,1.758618735,1,1,1,2,5,1,5,5,4127.758416,1.506196627,0.242481994,1.748678622,1.5062,1.896,100,5,1.506196627,0,1.748678622,2.20071021,,,,,,,,,,,,,,,,
791,790,1.758618735,1,1,1,5,5,1,5,5,4347.543015,1.716841661,0.276393654,1.993235316,1.7168,2.161,100,5,1.716841661,-5.32907E-15,1.993235316,2.508484553,,,,,,,,,,,,,,,,
792,791,1.758618735,1,1,1,1,4,1,5,4,4097.988601,1.321396336,0.212731069,1.534127405,1.3214,1.663,100,5,1.321396336,-1.77636E-15,1.534127405,1.930697729,,,,,,,,,,,,,,,,
793,792,1.758618735,1,1,1,1,3,1,5,1,4119.476985,1.268191118,0.204165582,1.4723567,1.2682,1.596,100,5,1.083988133,0.184202985,1.4723567,1.852959362,,,,,,,,,,,,,,,,
794,793,1.758618735,1,1,1,3,3,1,5,1,4212.283298,1.483695865,0.238859606,1.722555471,1.4837,1.867,100,5,1.268191118,0.215504747,1.722555471,2.167834253,,,,,,,,,,,,,,,,
795,794,1.758618735,4,4,1,3,5,1,5,5,4622.744149,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.371672431,-3.55271E-15,2.75348703,3.465260538,,,,,,,,,,,,,,,,
796,795,1.758618735,3,4,1,1,4,1,5,4,4139.541001,1.884524759,0.303388889,2.187913648,1.8845,2.372,100,5,1.884524759,0,2.187913648,2.75348703,,,,,,,,,,,,,,,,
797,796,1.758618735,3,4,1,1,5,1,5,5,4326.832772,1.945566748,0.313216015,2.258782763,1.9456,2.448,100,5,1.945566748,-4.44089E-15,2.258782763,2.842675737,,,,,,,,,,,,,,,,
798,797,1.758618735,3,4,1,3,5,1,5,5,4362.468163,2.276178487,0.366441067,2.642619554,2.2762,2.865,100,5,2.276178487,-4.88498E-15,2.642619554,3.325733936,,,,,,,,,,,,,,,,
799,798,1.758618735,3,4,1,4,5,1,5,5,4376.790895,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.371672431,-3.55271E-15,2.75348703,3.465260538,,,,,,,,,,,,,,,,
800,799,1.758618735,4,4,1,4,5,1,5,5,4372.71685,2.471172693,0.397833106,2.869005799,2.4712,3.11,100,5,2.471172693,0,2.869005799,3.610640788,,,,,,,,,,,,,,,,
801,800,1.758618735,4,4,1,4,5,1,5,5,4315.054948,2.471172693,0.397833106,2.869005799,2.4712,3.11,100,5,2.471172693,0,2.869005799,3.610640788,,,,,,,,,,,,,,,,
802,801,1.758618735,4,4,1,4,5,1,5,5,4197.47911,2.471172693,0.397833106,2.869005799,2.4712,3.11,100,5,2.471172693,0,2.869005799,3.610640788,,,,,,,,,,,,,,,,
803,802,1.758618735,4,4,1,2,5,1,5,5,4145.367052,2.238199586,0.360326859,2.598526445,2.2382,2.817,100,5,2.238199586,3.9968E-15,2.598526445,3.270242805,,,,,,,,,,,,,,,,
804,803,1.758618735,4,4,1,2,5,1,5,5,4415.201685,2.238199586,0.360326859,2.598526445,2.2382,2.817,100,5,2.238199586,3.9968E-15,2.598526445,3.270242805,,,,,,,,,,,,,,,,
805,804,1.758618735,4,4,1,2,5,1,5,5,4552.492472,2.238199586,0.360326859,2.598526445,2.2382,2.817,100,5,2.238199586,3.9968E-15,2.598526445,3.270242805,,,,,,,,,,,,,,,,
806,805,1.758618735,4,4,1,5,5,1,5,5,4650.205259,2.551216904,0.410719392,2.961936296,2.5512,3.211,100,5,2.551216904,3.9968E-15,2.961936296,3.72759372,,,,,,,,,,,,,,,,
807,806,1.758618735,3,4,1,2,3,1,5,1,4139.541001,1.996906551,0.321481189,2.31838774,1.9969,2.513,100,5,1.70685867,0.290047881,2.31838774,2.917688538,,,,,,,,,,,,,,,,
808,807,1.758618735,3,4,1,2,3,1,5,1,4003.230271,1.996906551,0.321481189,2.31838774,1.9969,2.513,100,5,1.70685867,0.290047881,2.31838774,2.917688538,,,,,,,,,,,,,,,,
809,808,1.758618735,3,4,1,1,3,1,5,1,3776.851481,1.808645518,0.291173121,2.099818639,1.8086,2.276,100,5,1.545942289,0.26270323,2.099818639,2.642619554,,,,,,,,,,,,,,,,
810,809,1.758618735,3,4,1,4,3,1,5,1,3810.935117,2.204763583,0.35494401,2.559707592,2.2048,2.775,100,5,1.884524759,0.320238824,2.559707592,3.221389319,,,,,,,,,,,,,,,,
811,810,1.758618735,3,4,1,5,3,1,5,1,3959.310353,2.276178487,0.366441067,2.642619554,2.2762,2.865,100,5,1.945566748,0.330611739,2.642619554,3.325733936,,,,,,,,,,,,,,,,
812,811,1.758618735,2,4,1,1,3,1,5,1,3976.007984,1.70685867,0.274786497,1.981645166,1.7069,2.148,100,5,1.458939838,0.247918832,1.981645166,2.493898362,,,,,,,,,,,,,,,,
813,812,1.758618735,2,4,1,4,3,1,5,1,4077.250737,2.080684024,0.334968491,2.415652516,2.0807,2.619,100,5,1.778467583,0.302216442,2.415652516,3.040096156,,,,,,,,,,,,,,,,
814,813,1.758618735,2,4,1,1,3,1,5,1,4077.250737,1.70685867,0.274786497,1.981645166,1.7069,2.148,100,5,1.458939838,0.247918832,1.981645166,2.493898362,,,,,,,,,,,,,,,,
815,814,1.758618735,3,4,1,4,3,1,5,1,0,2.204763583,0.35494401,2.559707592,2.2048,2.775,100,5,1.884524759,0.320238824,2.559707592,3.221389319,,,,,,,,,,,,,,,,
816,815,1.758618735,3,4,1,4,3,1,5,1,0,2.204763583,0.35494401,2.559707592,2.2048,2.775,100,5,1.884524759,0.320238824,2.559707592,3.221389319,,,,,,,,,,,,,,,,
817,816,1.758618735,3,4,1,1,3,1,5,1,3949.979814,1.808645518,0.291173121,2.099818639,1.8086,2.276,100,5,1.545942289,0.26270323,2.099818639,2.642619554,,,,,,,,,,,,,,,,
818,817,1.758618735,3,4,1,1,3,1,5,1,4070.400341,1.808645518,0.291173121,2.099818639,1.8086,2.276,100,5,1.545942289,0.26270323,2.099818639,2.642619554,,,,,,,,,,,,,,,,
819,818,1.758618735,4,4,1,3,3,1,5,1,4109.604987,2.204763583,0.35494401,2.559707592,2.2048,2.775,100,5,1.884524759,0.320238824,2.559707592,3.221389319,,,,,,,,,,,,,,,,
820,819,1.8,3,4,1,2,5,1,5,5,5432.997615,2.155228856,0.338669507,2.493898362,2.1552,2.712,100,5,2.155228856,0,2.493898362,3.138568472,,,,,,,,,,,,,,,,
821,820,1.758618735,3,4,1,4,5,1,5,5,5327.731059,2.371672431,0.381814599,2.75348703,2.3717,2.985,100,5,2.371672431,-3.55271E-15,2.75348703,3.465260538,,,,,,,,,,,,,,,,
822,821,1.758618735,3,4,1,2,5,1,5,5,4993.094111,2.148079845,0.345818518,2.493898362,2.1481,2.703,100,5,2.148079845,-4.44089E-15,2.493898362,3.138568472,,,,,,,,,,,,,,,,
